Molecule ChEMBL ID,Cell Name,Standard Type,Assay,Incubation Time Hours,Property Measured,max,min,mean,median,count
CHEMBL3416184,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.22,6.22,6.22,6.22,1
CHEMBL3416183,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.92,5.92,5.92,5.92,1
CHEMBL3416181,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.74,5.74,5.74,5.74,1
CHEMBL3416006,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.0,6.0,6.0,6.0,1
CHEMBL3416004,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.8,5.8,5.8,5.8,1
CHEMBL3414588,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.72,5.72,5.72,5.72,1
CHEMBL3612199,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.91,5.91,5.91,5.91,1
CHEMBL3885128,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.26,5.26,5.26,5.26,1
CHEMBL3885039,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.48,5.48,5.48,5.48,1
CHEMBL3884836,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.72,5.72,5.72,5.72,1
CHEMBL3884794,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.5,4.5,4.5,4.5,1
CHEMBL3884639,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.21,5.21,5.21,5.21,1
CHEMBL3884598,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.94,4.94,4.94,4.94,1
CHEMBL3884559,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.62,4.62,4.62,4.62,1
CHEMBL3883573,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.67,4.67,4.67,4.67,1
CHEMBL3883472,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.48,5.48,5.48,5.48,1
CHEMBL3806288,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.52,4.52,4.52,4.52,1
CHEMBL3806219,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.73,4.73,4.73,4.73,1
CHEMBL3806061,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.32,4.32,4.32,4.32,1
CHEMBL3612321,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.28,6.28,6.28,6.28,1
CHEMBL3805763,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.68,4.68,4.68,4.68,1
CHEMBL3805762,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.36,4.36,4.36,4.36,1
CHEMBL3805659,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.02,5.02,5.02,5.02,1
CHEMBL3805633,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.06,4.06,4.06,4.06,1
CHEMBL3805597,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.67,4.67,4.67,4.67,1
CHEMBL3805540,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.04,4.04,4.04,4.04,1
CHEMBL3805391,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.32,4.32,4.32,4.32,1
CHEMBL3805290,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.34,4.34,4.34,4.34,1
CHEMBL3805245,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.48,4.48,4.48,4.48,1
CHEMBL3805047,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.01,4.01,4.01,4.01,1
CHEMBL3804989,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.4,4.4,4.4,4.4,1
CHEMBL3612322,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.32,6.32,6.32,6.32,1
CHEMBL3806016,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.41,4.41,4.41,4.41,1
CHEMBL3339343,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.86,5.86,5.86,5.86,1
CHEMBL3339342,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.99,5.99,5.99,5.99,1
CHEMBL3339341,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.21,6.21,6.21,6.21,1
CHEMBL1336,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.07,5.07,5.07,5.07,1
CHEMBL5630184,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.14,5.14,5.14,5.14,1
CHEMBL5630088,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.43,5.43,5.43,5.43,1
CHEMBL5630029,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.39,5.39,5.39,5.39,1
CHEMBL5629923,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.5,5.5,5.5,5.5,1
CHEMBL5629911,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.7,5.7,5.7,5.7,1
CHEMBL5629880,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.07,5.07,5.07,5.07,1
CHEMBL5629866,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.98,4.98,4.98,4.98,1
CHEMBL5625099,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.36,5.36,5.36,5.36,1
CHEMBL3401532,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.33,5.33,5.33,5.33,1
CHEMBL5624827,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.46,5.46,5.46,5.46,1
CHEMBL5624808,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.17,5.17,5.17,5.17,1
CHEMBL5624772,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.84,4.84,4.84,4.84,1
CHEMBL5624739,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.28,5.28,5.28,5.28,1
CHEMBL5624633,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.94,4.94,4.94,4.94,1
CHEMBL5624576,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.3,5.3,5.3,5.3,1
CHEMBL1164920,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.85,4.85,4.85,4.85,1
CHEMBL1085588,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.06,4.06,4.06,4.06,1
CHEMBL9941,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.24,6.24,6.24,6.24,1
CHEMBL1724189,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.68,4.68,4.68,4.68,1
CHEMBL5630226,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.14,5.14,5.14,5.14,1
CHEMBL5630408,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.2,5.2,5.2,5.2,1
CHEMBL5624986,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.26,5.26,5.26,5.26,1
CHEMBL3401525,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.95,4.95,4.95,4.95,1
CHEMBL3401524,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL3401523,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.49,5.49,5.49,5.49,1
CHEMBL3401519,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.4,5.4,5.4,5.4,1
CHEMBL3339371,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.29,6.29,6.29,6.29,1
CHEMBL3339370,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.23,6.23,6.23,6.23,1
CHEMBL3339369,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.41,6.41,6.41,6.41,1
CHEMBL3339368,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.43,6.43,6.43,6.43,1
CHEMBL3339367,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.94,5.94,5.94,5.94,1
CHEMBL3339365,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.46,6.46,6.46,6.46,1
CHEMBL3339364,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.3,6.3,6.3,6.3,1
CHEMBL3339363,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.94,5.94,5.94,5.94,1
CHEMBL3339344,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.38,6.38,6.38,6.38,1
CHEMBL3339359,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.48,6.48,6.48,6.48,1
CHEMBL3339358,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.09,6.09,6.09,6.09,1
CHEMBL3339357,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.4,6.4,6.4,6.4,1
CHEMBL3339356,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.38,6.38,6.38,6.38,1
CHEMBL3339354,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.52,6.52,6.52,6.52,1
CHEMBL3339353,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.35,6.35,6.35,6.35,1
CHEMBL3339352,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.17,6.17,6.17,6.17,1
CHEMBL3339350,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.23,5.23,5.23,5.23,1
CHEMBL3339349,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.58,5.58,5.58,5.58,1
CHEMBL3339348,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.77,5.77,5.77,5.77,1
CHEMBL3339347,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.83,5.83,5.83,5.83,1
CHEMBL3339346,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.01,6.01,6.01,6.01,1
CHEMBL3339345,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.23,6.23,6.23,6.23,1
CHEMBL3339360,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.54,6.54,6.54,6.54,1
CHEMBL4280635,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.55,5.55,5.55,5.55,1
CHEMBL4280528,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL4280439,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.3,5.3,5.3,5.3,1
CHEMBL4280004,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.87,5.87,5.87,5.87,1
CHEMBL4279674,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.21,5.21,5.21,5.21,1
CHEMBL4279607,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.99,4.99,4.99,4.99,1
CHEMBL4279410,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.75,5.75,5.75,5.75,1
CHEMBL4279256,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.53,5.53,5.53,5.53,1
CHEMBL4278984,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.3,5.3,5.3,5.3,1
CHEMBL4278233,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.9,5.9,5.9,5.9,1
CHEMBL4278178,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.84,5.84,5.84,5.84,1
CHEMBL4278041,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.7,5.7,5.7,5.7,1
CHEMBL3885217,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.46,4.46,4.46,4.46,1
CHEMBL4218367,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.99,4.99,4.99,4.99,1
CHEMBL4215210,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.14,5.14,5.14,5.14,1
CHEMBL4214671,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.95,5.95,5.95,5.95,1
CHEMBL4214315,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.63,5.63,5.63,5.63,1
CHEMBL4214300,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.96,4.96,4.96,4.96,1
CHEMBL4213745,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.58,5.58,5.58,5.58,1
CHEMBL4209984,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.49,5.49,5.49,5.49,1
CHEMBL4209961,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.74,5.74,5.74,5.74,1
CHEMBL4209066,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.29,5.29,5.29,5.29,1
CHEMBL4208931,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.82,4.82,4.82,4.82,1
CHEMBL4207773,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL4207763,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.45,5.45,5.45,5.45,1
CHEMBL4277119,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.9,5.9,5.9,5.9,1
CHEMBL3339340,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.32,6.32,6.32,6.32,1
CHEMBL4291163,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.66,4.66,4.66,4.66,1
CHEMBL4290751,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.0,6.0,6.0,6.0,1
CHEMBL4289953,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.7,5.7,5.7,5.7,1
CHEMBL4289873,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.88,5.88,5.88,5.88,1
CHEMBL4289577,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.21,6.21,6.21,6.21,1
CHEMBL4288866,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.72,5.72,5.72,5.72,1
CHEMBL4288699,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.43,5.43,5.43,5.43,1
CHEMBL4288088,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL4287907,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.47,5.47,5.47,5.47,1
CHEMBL4287584,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.89,4.89,4.89,4.89,1
CHEMBL4286454,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.59,5.59,5.59,5.59,1
CHEMBL4280764,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.91,4.91,4.91,4.91,1
CHEMBL4286146,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.22,5.22,5.22,5.22,1
CHEMBL4285842,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.29,5.29,5.29,5.29,1
CHEMBL4285427,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.45,5.45,5.45,5.45,1
CHEMBL4285131,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.9,5.9,5.9,5.9,1
CHEMBL4285130,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.63,5.63,5.63,5.63,1
CHEMBL4284204,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.89,5.89,5.89,5.89,1
CHEMBL4282880,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.87,5.87,5.87,5.87,1
CHEMBL4282597,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.8,5.8,5.8,5.8,1
CHEMBL4282461,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.53,5.53,5.53,5.53,1
CHEMBL4281638,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.72,5.72,5.72,5.72,1
CHEMBL4281536,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.58,5.58,5.58,5.58,1
CHEMBL4281496,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.45,5.45,5.45,5.45,1
CHEMBL4281371,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.63,5.63,5.63,5.63,1
CHEMBL4286245,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.28,5.28,5.28,5.28,1
CHEMBL4082724,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.18,6.18,6.18,6.18,1
CHEMBL4081754,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.88,5.88,5.88,5.88,1
CHEMBL4080633,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,7.62,7.62,7.62,7.62,1
CHEMBL4079118,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,7.26,7.26,7.26,7.26,1
CHEMBL4076472,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.91,5.91,5.91,5.91,1
CHEMBL4075562,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.85,5.85,5.85,5.85,1
CHEMBL4074866,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.75,5.75,5.75,5.75,1
CHEMBL4073794,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.01,6.01,6.01,6.01,1
CHEMBL4072683,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,7.07,7.07,7.07,7.07,1
CHEMBL4072336,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.73,5.73,5.73,5.73,1
CHEMBL4072335,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.03,6.03,6.03,6.03,1
CHEMBL4072236,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.96,5.96,5.96,5.96,1
CHEMBL4207018,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.54,5.54,5.54,5.54,1
CHEMBL4070551,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,8.7,8.7,8.7,8.7,1
CHEMBL4069958,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.91,6.91,6.91,6.91,1
CHEMBL4068953,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.94,6.94,6.94,6.94,1
CHEMBL4068246,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.49,4.49,4.49,4.49,1
CHEMBL4065541,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,7.21,7.21,7.21,7.21,1
CHEMBL4065200,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL4063742,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.99,5.99,5.99,5.99,1
CHEMBL4062698,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.46,5.46,5.46,5.46,1
CHEMBL4062438,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.3,5.3,5.3,5.3,1
CHEMBL4059832,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.93,5.93,5.93,5.93,1
CHEMBL3980709,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,7.38,7.38,7.38,7.38,1
CHEMBL3885383,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.94,4.94,4.94,4.94,1
CHEMBL4071208,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.91,5.91,5.91,5.91,1
CHEMBL4205819,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.09,5.09,5.09,5.09,1
CHEMBL4205181,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.7,4.7,4.7,4.7,1
CHEMBL4204920,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.02,6.02,6.02,6.02,1
CHEMBL4204238,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.47,5.47,5.47,5.47,1
CHEMBL4103060,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.93,5.93,5.93,5.93,1
CHEMBL4100831,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.14,5.14,5.14,5.14,1
CHEMBL4100714,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.66,5.66,5.66,5.66,1
CHEMBL4099583,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.81,6.81,6.81,6.81,1
CHEMBL4099282,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL4098675,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,7.09,7.09,7.09,7.09,1
CHEMBL4098250,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.06,6.06,6.06,6.06,1
CHEMBL4097507,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.76,5.76,5.76,5.76,1
CHEMBL4083156,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,8.15,8.15,8.15,8.15,1
CHEMBL4095304,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.09,6.09,6.09,6.09,1
CHEMBL4092999,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.92,5.92,5.92,5.92,1
CHEMBL4092858,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.19,6.19,6.19,6.19,1
CHEMBL4090941,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,6.76,6.76,6.76,6.76,1
CHEMBL4090663,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.37,5.37,5.37,5.37,1
CHEMBL4090537,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.95,5.95,5.95,5.95,1
CHEMBL4089730,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.43,5.43,5.43,5.43,1
CHEMBL4089188,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.38,5.38,5.38,5.38,1
CHEMBL4088848,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.79,4.79,4.79,4.79,1
CHEMBL4088257,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.06,5.06,5.06,5.06,1
CHEMBL4086970,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,8.0,8.0,8.0,8.0,1
CHEMBL4085110,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.97,5.97,5.97,5.97,1
CHEMBL4084146,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.79,5.79,5.79,5.79,1
CHEMBL4096223,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,7.24,7.24,7.24,7.24,1
