Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey,Incubation Time Hours,Property Measured,Assay
CHEMBL4465942,,O=C(Nc1nc2ccccc2s1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,IC50,4.94,CHEMBL4363060,Cytotoxicity against human U87MG cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,VPZGTTFECODUMR-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4446129,,O=C(Nc1nc2ccc(Cl)cc2s1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,IC50,5.23,CHEMBL4363060,Cytotoxicity against human U87MG cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,XDGFOYZEECLHHR-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL4789041,,COc1ccc2cc1Oc1ccc(cc1)Cc1nccc3c4c(c(OC)c(c13)Oc1c3c(cc(OC)c1OC)[C@H](C2)N(C)CC3)OCO4,IC50,6.42,CHEMBL4688075,Anticancer activity against human T98G cells assessed as inhibition of cell proliferation measured after 72 hrs by MTT assay,T98G,PCEQWUUFUJWIBW-NDEPHWFRSA-N,72.0,Anticancer activity,MTT
CHEMBL5266584,,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)OCC(O)COC(=O)CCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)[C@H]2CC1.[Br-],IC50,5.01,CHEMBL5256161,Cytotoxicity against human T98G cells assessed as number of viable cells measured after 48 hrs by MTT based colorimetric assay,T98G,QDQPHTVQELYRSR-QJYNUPQVSA-M,48.0,Cytotoxicity,MTT based colorimetric
CHEMBL5413573,,NCCCCNCCCNC(=O)c1csc(-c2csc(CCNCc3ccc4scnc4c3)n2)n1,IC50,4.78,CHEMBL5351368,Antiproliferative activity against human U87 cells incubated for 72 hrs by WST-1 assay,U-87MG ATCC,FXQZOIBTCCOGNX-UHFFFAOYSA-N,72.0,Antiproliferative activity,WST-1
CHEMBL5573821,,Cc1ccc(CCNC(=O)C2(C#N)CC3c4ccccc4C2c2ccccc23)cc1,IC50,4.22,CHEMBL5530935,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,LN-229,LUCOEIXBNKKXSK-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL5570551,,N#CC1(C(=O)NCCc2ccc([N+](=O)[O-])cc2)CC2c3ccccc3C1c1ccccc12,IC50,4.62,CHEMBL5530935,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,LN-229,GTSYFCWIXPZHOK-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL4792680,,Cc1nc(-c2ccccc2)sc1C(=O)CSc1nc(-c2ccccc2)c(C#N)c(=O)[nH]1,IC50,4.25,CHEMBL4713097,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell viability measured after 24 to 48 hrs by MTT assay,U-87MG ATCC,DCNGLUBPOAYJPH-UHFFFAOYSA-N,48.0,Antiproliferative activity,MTT
CHEMBL4751240,,Cc1nc(-c2ccccc2)sc1C(=O)CSc1nc(-c2cccc(Cl)c2)c(C#N)c(=O)[nH]1,IC50,4.55,CHEMBL4713097,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell viability measured after 24 to 48 hrs by MTT assay,U-87MG ATCC,QNMGQJMYIJEWAV-UHFFFAOYSA-N,48.0,Antiproliferative activity,MTT
CHEMBL4096826,,C=C(c1ccc(OC)cc1)c1cc(C(=O)OC)nc2ccccc12,IC50,8.64,CHEMBL4006122,Cytotoxicity against human U87 cells assessed as decrease in cell growth after 72 hrs by resazurin dye-based fluorimetric method,U-87MG ATCC,SICDWJZZXUDUED-UHFFFAOYSA-N,72.0,Cytotoxicity,resazurin dye-based fluorimetric
CHEMBL4077156,,C=C(c1ccc(OC)cc1)c1cc(C(F)(F)F)nc2ccccc12,IC50,7.66,CHEMBL4006122,Cytotoxicity against human U87 cells assessed as decrease in cell growth after 72 hrs by resazurin dye-based fluorimetric method,U-87MG ATCC,UYUDQATZMGXFQX-UHFFFAOYSA-N,72.0,Cytotoxicity,resazurin dye-based fluorimetric
CHEMBL4740296,,CO[C@@]1(C)N(CCc2ccccc2)C(=O)c2cc3c4ccccc4n(C)c3c(=O)n21,IC50,5.05,CHEMBL4670186,Antiproliferative activities against human U-87 MG cells by SRB assay,U-87MG ATCC,HJEQLHSAFDJJPU-DEOSSOPVSA-N,,Antiproliferative activity,SRB
CHEMBL1625188,,COc1ccc(CCNCc2ccc(OCc3ccc(Cl)nc3)c(OC)c2)cc1OC,EC50,5.3,CHEMBL5129769,Antiproliferative activity against human LN-229 cells assessed as reduction in cell viability incubated for 72 hrs,LN-229,XNPRQBVQOJZMMA-UHFFFAOYSA-N,72.0,Antiproliferative activity,Unspecified
CHEMBL4797411,,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCNCC4)cc3F)nc12,IC50,5.62,CHEMBL4767591,Antiproliferative activity against human U-87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,LWYQSQHYOQZLGD-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4789212,,COc1cc(C(=O)NC2CCNCC2)c(F)cc1Nc1ncc2scc(-c3ccccc3OC)c2n1,IC50,5.45,CHEMBL4767591,Antiproliferative activity against human U-87MG cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,U-87MG ATCC,RRSINXKFGITOLR-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL1873475,IBRUTINIB,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,IC50,5.5,CHEMBL4832265,Antiproliferative activity against human SNB-75 cells assessed as cell growth inhibition measured after 48 hrs by SRB assay,SNB-75,XYFPWWZEPKGCCK-GOSISDBHSA-N,48.0,Antiproliferative activity,SRB
CHEMBL4783479,,C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N1CCN(C2CCN(C)CC2)CC1,IC50,5.19,CHEMBL4707743,Antiproliferative activity against human U-87MG cells harboring wild type EGFR assessed as inhibition of cell growth by MTT assay,U-87MG ATCC,LPFKPANEFAADFV-UHFFFAOYSA-N,,Antiproliferative activity,MTT
CHEMBL5089437,,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccc(I)cc21,IC50,4.94,CHEMBL5038359,Dark toxicity against human U-87 MG cells incubated for 48 hrs by Alamar blue assay,U-87MG ATCC,FZNGVYVJSVCUNB-UHFFFAOYSA-O,48.0,Unspecified,Alamar blue
CHEMBL5087179,,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccc(I)cc4C3(C)C)C[N+](C)(C)C2)=[N+](CCCCCC(=O)O)c2ccc(I)cc21,IC50,4.21,CHEMBL5038359,Dark toxicity against human U-87 MG cells incubated for 48 hrs by Alamar blue assay,U-87MG ATCC,PBMRAVBJOHZYEY-UHFFFAOYSA-P,48.0,Unspecified,Alamar blue
CHEMBL5275748,,Nc1nc(-c2cccc(OCCCN3CCCC3)c2)nc2c1c(=O)oc1cc(OCCCN3CCCC3)ccc12,IC50,4.41,CHEMBL5232067,Antiproliferative activity against human U87 cells assessed as reduction in cell viability by MTT assay,U-87MG ATCC,PZZLXYMMLWEFMZ-UHFFFAOYSA-N,,Antiproliferative activity,MTT
CHEMBL5276542,,CS(=O)(=O)N1CCN(Cc2ccc(-c3nc(-c4ccc(NC(=O)Nc5nc[nH]n5)cc4)nc(N4CCOCC4)n3)s2)CC1,IC50,4.74,CHEMBL5240755,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay,U-87MG ATCC,OUYPCXLZQOCROY-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL5417697,,O=C(Nc1cccc(Cl)c1)Sc1nnc(-c2ccc(Cl)cc2)n1-c1ccccc1,IC50,5.38,CHEMBL5333090,Antiproliferative activity against human U87 cells assessed as inhibition of cell growth,U-87MG ATCC,LUMVYWFMNQMBOU-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL5287987,,CS(=O)(=O)N1CCN(Cc2ccc(-c3nc(-c4ccc(NC(=O)Nc5cncnc5)cc4)nc(N4CCOCC4)n3)s2)CC1,IC50,4.83,CHEMBL5240755,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay,U-87MG ATCC,DLYWBQVCKWSDMK-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL4748209,,C=CC(=O)Nc1cccc(Nc2cc(-n3c(C)nnc3-c3ccc(F)cc3)ccn2)c1,IC50,4.29,CHEMBL4707743,Antiproliferative activity against human U-87MG cells harboring wild type EGFR assessed as inhibition of cell growth by MTT assay,U-87MG ATCC,RWTHYPRQARXLCM-UHFFFAOYSA-N,,Antiproliferative activity,MTT
CHEMBL5397139,,CC[C@H](C)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@H](C)C(=O)N[C@H](C)[C@H](N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](COC)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(=O)N(C)[C@@H](COC)C(=O)N1C,IC50,10.1,CHEMBL5370496,Antiproliferative activity against human U-87 MG cells expressing GLuc assessed as as inhibition of GLuc secretion incubated for 18 hrs by CellTiter-Glo Luminescent Cell Viability Assay,U-87MG ATCC,MKLAVULUNKJJPK-FYOBYPTESA-N,18.0,Antiproliferative activity,CellTiter-Glo Luminescent Cell Viability
CHEMBL5422790,,CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)NCCc3nc(-c4nc(C(=O)NCCCNCCCCN)cs4)cs3)cc2)cc1,IC50,4.34,CHEMBL5351368,Antiproliferative activity against human U87 cells incubated for 72 hrs by WST-1 assay,U-87MG ATCC,OZYDGNJHIKBMTD-HEFFKOSUSA-N,72.0,Antiproliferative activity,WST-1
CHEMBL5079362,,O=C1c2cc(I)ccc2N(c2cccc(F)c2)C2c3[nH]c4ccccc4c3CCN12,IC50,5.13,CHEMBL5339028,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by MTT assay,U-87MG ATCC,JACXJNXOIHUXIX-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL1927614,,CN(C)CCCn1nnc2cc3c4c(cccc4c21)C(=O)N(CCN(C)C)C3=O,IC50,6.85,CHEMBL1929814,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,WXUHPAUCHCAIPF-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL5280123,,O=C1c2cccc3cccc(c23)C(=O)N1CCCCOc1ccc(-c2nc3ccc(N4CCOCC4)cc3[nH]2)cc1,IC50,6.96,CHEMBL5245068,Cytotoxicity against human SNB-75 cells assessed as cell growth inhibition incubated for 48 hrs by sulforhodamine B reagent assay,SNB-75,QGKRJVRREBVWCS-UHFFFAOYSA-N,48.0,Cytotoxicity,sulforhodamine B reagent
CHEMBL1949932,,C=C1CC[C@H](OC)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,IC50,4.27,CHEMBL1953622,Antiproliferative activity against human U87MG cells after 72 hrs by MTS assay,U-87MG ATCC,URIJSEIPUOYEFF-YELRADRNSA-N,72.0,Antiproliferative activity,MTS
CHEMBL3621412,,CCCCCCCCCCc1c2[n+](cc3c(OC)c(OC)ccc13)CCc1cc3c(cc1-2)OCO3.[I-],IC50,5.44,CHEMBL3625192,Cytotoxicity against human U87 cells assessed as inhibition of cell proliferation after 24 hrs by MTT assay,U-87MG ATCC,JKASRMSRXGFEGS-UHFFFAOYSA-M,24.0,Cytotoxicity,MTT
CHEMBL5573925,,N#CC1(C(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)CC2(Br)c3ccccc3C1c1ccccc12,IC50,4.73,CHEMBL5530935,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,LN-229,BJHOYNGWJMVXPJ-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL5575796,,N#CC1(C(=O)NCCS(=O)(=O)Nc2ccccc2)CC2(Br)c3ccccc3C1c1ccccc12,IC50,4.58,CHEMBL5530935,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,LN-229,XJSVJCMJVXZLEQ-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL4856308,,O=C(/C=C/c1ccccc1)O[C@H](c1ccccc1)[C@@H]1O[C@@H]2CC(=O)O[C@@H]2[C@@H]1O,IC50,4.49,CHEMBL4836842,Antiproliferative activity against human U87 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,U-87MG ATCC,GDYNBHXFRSGEGM-FXLLVQDUSA-N,72.0,Antiproliferative activity,MTT
CHEMBL5397075,,C=CCOc1cc(/C=C/c2cc(O)c(CC=C(C)C)c(O)c2)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,IC50,6.38,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,FCIXCOAOQBTADC-UQWWERDESA-N,72.0,Antiproliferative activity,CellTiter-Glo luminescent
CHEMBL5396667,,CC1(C)CCc2c(O)cc(CCc3cc(O)c4c(c3)C[C@@H]3C(C)(C)[C@H](OC=O)CC[C@@]3(C)O4)cc2O1,IC50,7.17,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,CFKFSLXHHGZHHP-VOKYQHOCSA-N,72.0,Antiproliferative activity,CellTiter-Glo luminescent
CHEMBL5402401,,CC1(C)CCc2c(O)cc(/C=C/c3cc(O)c4c(c3)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)O4)cc2O1,IC50,8.03,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,ZDNJECQLZCXDFY-WQRMQLLLSA-N,72.0,Antiproliferative activity,CellTiter-Glo luminescent
CHEMBL5433096,,COc1cc(/C=C/c2cc(O)c3c(c2)OC(C)(C)CC3)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,IC50,6.32,CHEMBL5373035,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation incubated for 72 hrs by CellTiter-Glo luminescent assay,U-87MG ATCC,WNLPKXXIDNGVIL-SQMHIVSLSA-N,72.0,Antiproliferative activity,CellTiter-Glo luminescent
CHEMBL5620207,,C#CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C)(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,IC50,4.44,CHEMBL5616776,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth incubated for 68 hrs by CCK-8 assay,U-87MG ATCC,SPCWHTKAHOLBOD-PMERELPUSA-N,68.0,Antiproliferative activity,CCK-8
CHEMBL4571722,,C=CC(=O)N1CCN(Cc2ccc([C@H](C)Nc3nccc(N4C(=O)OC[C@@H]4[C@@H](C)O)n3)cc2)CC1,IC50,7.82,CHEMBL5625326,Antiproliferative activity against human U-87 MG cells harboring IDH1 R132H mutant measured after 72 hrs by MTT assay,U-87MG ATCC,NZIKKCSMHNBNPK-WAOWUJCRSA-N,132.0,Antiproliferative activity,MTT
CHEMBL5632259,,C=CC(=O)N1CCN(C(CC)c2ccc([C@H](C)Nc3nccc(N4CCOC4=O)n3)cc2)CC1,IC50,8.66,CHEMBL5625326,Antiproliferative activity against human U-87 MG cells harboring IDH1 R132H mutant measured after 72 hrs by MTT assay,U-87MG ATCC,VLZWVMXOKOOBSV-YMXDCFFPSA-N,132.0,Antiproliferative activity,MTT
CHEMBL3220808,,C[C@H]1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCC[N+](C)(C)Cc4ccccc4)[C@@H]2CC[C@]1(Cl)C3.[Br-],IC50,4.2,CHEMBL4689358,Cytotoxicity against human T98G cells assessed as reduction in cell viability by DAPI staining based assay,T98G,VVEZDYZVKNBPHF-PRQQZGLHSA-M,,Cytotoxicity,DAPI staining based
CHEMBL5281732,,COc1cc(Nc2ccc3nnc(-c4cccs4)n3c2)cc(OC)c1OC,IC50,4.69,CHEMBL5224863,Antiproliferative activity against human T98G cells assessed as inhibition of cell growth,T98G,NEUWAHWZAYQREP-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL5620052,,COc1ccc(-c2ccc(C(=O)N3CCc4c(cc(Cl)c(C(=O)NO)c4Cl)C3)cc2)cc1,IC50,5.4,CHEMBL5614661,Antiproliferative activity against human U-87 MG cells,U-87MG ATCC,RDTQMQMGGPHOHV-UHFFFAOYSA-N,,Antiproliferative activity,Unspecified
CHEMBL1173154,,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)cc2)ccc1O,IC50,5.26,CHEMBL4838616,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,NMRUIRRIQNAQEB-VEAXOGKZSA-N,72.0,Cytotoxicity,MTT
CHEMBL4877449,,CC(C)OC(=O)[C@H](N)Cc1cn(C)c2ccccc12.Cl,IC50,6.07,CHEMBL4838616,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,U-87MG ATCC,SNYZUMLXSTYVPU-BTQNPOSSSA-N,72.0,Cytotoxicity,MTT
CHEMBL5218785,,CCOC(=O)c1c(N)sc(C(=O)Nc2ccc(Cl)cc2)c1-c1ccccc1,IC50,6.41,CHEMBL5216302,Antiproliferative activity against human U-87 MG cells assessed as cell growth inhibition by MTT assay,U-87MG ATCC,DSJIPZTZCBUSIZ-UHFFFAOYSA-N,,Antiproliferative activity,MTT
CHEMBL5219322,,N#Cc1c(N)sc(C(=O)Nc2ccccc2)c1-c1ccccc1,IC50,5.05,CHEMBL5216302,Antiproliferative activity against human U-87 MG cells assessed as cell growth inhibition by MTT assay,U-87MG ATCC,VJVXZLADENLGMU-UHFFFAOYSA-N,,Antiproliferative activity,MTT
CHEMBL5207176,,c1c(CN2CCCCCC2)c(-c2cc3ccc4c(c3cn2)OCO4)cc2c1OCO2,IC50,4.26,CHEMBL5122968,Antiproliferative activity against human U87 cells measured after 72 hrs by MTT assay,U-87MG ATCC,KGYHKHZROFSQOS-UHFFFAOYSA-N,72.0,Antiproliferative activity,MTT
CHEMBL169372,,CCCN(CCc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC)C(=O)OCc1ccccc1,IC50,5.63,CHEMBL618617,Cytotoxicity against A-172 human tumor cell lines,A-172,YAYJCWOTIVMBGB-UHFFFAOYSA-N,,Cytotoxicity,Unspecified
CHEMBL4874975,,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nnn(CCc7c[nH]c8ccccc78)c6C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,IC50,4.46,CHEMBL4829684,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell viability measured after 72 hrs by colorimetric MTS viability assay,LN-229,CZTODLSQKDVKCS-CYOJNKNFSA-N,72.0,Antiproliferative activity,colorimetric MTS viability
CHEMBL2146196,"cis-Dichloro[(2S,3R,4S)-2-aminomethyl-3,4-(O-isopropylidene)dihydrxypyrrolidine]platinum (II)",,IC50,5.21,CHEMBL822894,In vitro cytotoxicity against CNS cancer XF 498 cell lines,XF 498,,,Cytotoxicity,Unspecified
CHEMBL4854989,,C[C@@]1(C(=O)CO)CC[C@@H]2C(=C[C@H]3OC(=O)[C@]4(C)[C@H]3[C@]23CC[C@@]4(O)OC3)C1,IC50,5.66,CHEMBL4842430,Cytotoxicity against human SF-295 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,SF295,YKOCFEFYIFARIO-BIVJBNGQSA-N,72.0,Cytotoxicity,MTT
CHEMBL4759979,,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(/C=C/c3ccccc3)nc(N3CCOCC3)n2)cc1,IC50,5.32,CHEMBL4737465,Antiproliferative activity against human U87 cells assessed as reduction in cell growth incubated for 4 days by cell-titer glo assay,U-87MG ATCC,VCCVHWUDWBSEKU-GIDUJCDVSA-N,96.0,Antiproliferative activity,cell-titer glo
CHEMBL1554780,,COc1cc(C(c2cc3c(cc2O)OCO3)N2CCOCC2)ccc1O,IC50,4.57,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,RADCFXRBORYSKP-UHFFFAOYSA-N,72.0,Cytotoxicity,MTT
CHEMBL228996,,COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,IC50,8.7,CHEMBL3887982,"Mitogenesis inhibition method: To measure beta2-AR mediated inhibition of mitogenesis, HEK-beta2-AR, 1321N1 or U87MG cells were seeded in a 96-well plate at approximately 5,000 cells/well. After 48 hours, the wells were rinsed twice and the medium was replaced with fresh medium containing 10 uL of drug in sterile water. After another 24 hours of incubation at 37° C., 0.25 uCi of [3H]-thymidine was added to each well. The cells were incubated for an additional 2 hours at 37° C., at which point 10 uL of 10x trypsin was added, and the resuspended cells were harvested using a Tomtec 96 harvester through glass fiber filters.",U-87MG ATCC,WHAUNCTVVNUUIP-SGTLLEGYSA-N,48.0,Unspecified,Unspecified
CHEMBL1800962,,C[C@@H](Cc1ccc2ccccc2c1)NC[C@H](O)c1cc(O)cc(O)c1,IC50,7.14,CHEMBL3887982,"Mitogenesis inhibition method: To measure beta2-AR mediated inhibition of mitogenesis, HEK-beta2-AR, 1321N1 or U87MG cells were seeded in a 96-well plate at approximately 5,000 cells/well. After 48 hours, the wells were rinsed twice and the medium was replaced with fresh medium containing 10 uL of drug in sterile water. After another 24 hours of incubation at 37° C., 0.25 uCi of [3H]-thymidine was added to each well. The cells were incubated for an additional 2 hours at 37° C., at which point 10 uL of 10x trypsin was added, and the resuspended cells were harvested using a Tomtec 96 harvester through glass fiber filters.",U-87MG ATCC,LGUXLVJQUKRZBO-QKKBWIMNSA-N,48.0,Unspecified,Unspecified
CHEMBL3113716,,Clc1cccc(/C=N/Nc2cnc3ccccc3n2)c1Cl,IC50,5.21,CHEMBL3118174,Cytotoxicity against human SF295 cells assessed as growth inhibition by MTT assay,SF295,ALKVARZYBSMXMJ-UFWORHAWSA-N,,Cytotoxicity,MTT
CHEMBL5087242,,COc1cc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc(OC)c1OC,IC50,4.26,CHEMBL5033582,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,U-87MG ATCC,JQJLSDCXRGCLNB-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL5094553,,COc1cc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc(OC)c1OC,IC50,4.28,CHEMBL5033582,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,U-87MG ATCC,SEDIPHJTXQZFDO-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL5090197,,O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Nc1cccc(C(F)(F)F)c1,IC50,4.58,CHEMBL5033582,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,U-87MG ATCC,JATYNCWXASKYNI-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL5090568,,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc1OC,IC50,4.14,CHEMBL5033582,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,U-87MG ATCC,MQILAKUASHKEQM-UHFFFAOYSA-N,72.0,Antiproliferative activity,CCK-8
CHEMBL4750331,,Cc1nc(-c2ccccc2)sc1C(=O)CSc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)[nH]1,IC50,4.36,CHEMBL4713097,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell viability measured after 24 to 48 hrs by MTT assay,U-87MG ATCC,TXCLIWYZLLCKOE-UHFFFAOYSA-N,48.0,Antiproliferative activity,MTT
CHEMBL4750598,,COc1ccc(-c2nc(C)c(C(=O)CSc3nc(-c4ccc(OC)cc4)c(C#N)c(=O)[nH]3)s2)cc1,IC50,4.6,CHEMBL4713097,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell viability measured after 24 to 48 hrs by MTT assay,U-87MG ATCC,KLNAFXRJSQSCRM-UHFFFAOYSA-N,48.0,Antiproliferative activity,MTT
CHEMBL4790098,,COc1ccc(-c2nc(C)c(C(=O)CSc3nc(-c4cccc(Cl)c4)c(C#N)c(=O)[nH]3)s2)cc1,IC50,4.1,CHEMBL4713097,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell viability measured after 24 to 48 hrs by MTT assay,U-87MG ATCC,JSXTVTWUTBNLHE-UHFFFAOYSA-N,48.0,Antiproliferative activity,MTT
CHEMBL5421266,,CNc1ncc2c(C#CCN3CCC(N(C)C)CC3)nn(CC3CCCC3)c2n1,EC50,4.8,CHEMBL5330903,Antiproliferative activity against human U87 cells assessed as reduction in cell viability incubated for 5 days by PrestoBlue reagent based fluorescence assay,U-87MG ATCC,FCZCQCJUJGYANI-UHFFFAOYSA-N,120.0,Antiproliferative activity,PrestoBlue reagent based fluorescence
CHEMBL5084269,,O=C(C[C@@]1(O)C(=O)N(Cc2cccc(Cl)c2)c2ccccc21)c1ccccn1,IC50,4.56,CHEMBL5029875,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 24 hrs by CCK8 assay,U-87MG ATCC,JJOIKBZRLCEZOR-QFIPXVFZSA-N,24.0,Cytotoxicity,CCK8
CHEMBL5267044,,Cc1c(Cl)ccc2c(/C=C3\NC(=O)N(Cc4ccc(F)c(F)c4)C3=O)c[nH]c12,IC50,5.85,CHEMBL5582679,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell growth incubated for 72 hrs by MTS assay,U-87MG ATCC,OEXMEVPQEPHTAQ-IDUWFGFVSA-N,72.0,Antiproliferative activity,MTS
CHEMBL4793298,,C[N+](=O)c1ccc(/C=C/C(=O)c2ccc(N3CCOCC3)cc2)o1,EC50,5.01,CHEMBL4767683,Antiproliferative activity against human U87MG cells assessed as cell growth inhibition measured after 72 hrs by SRB assay,U-87MG ATCC,ILLFPXCUYAQGTM-SOFGYWHQSA-N,72.0,Antiproliferative activity,SRB
