Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey
CHEMBL2165191,AZD-6482,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,IC50,4.89,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,IRTDIKMSKMREGO-OAHLLOKOSA-N
CHEMBL2137530,SERDEMETAN,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,IC50,4.81,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,CEGSUKYESLWKJP-UHFFFAOYSA-N
CHEMBL399530,,CCc1cc(-c2[nH]nc(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O,IC50,4.71,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,OWPMENVYXDJDOW-UHFFFAOYSA-N
CHEMBL2380760,,NS(=O)(=O)c1cccc2c1C(=O)c1cccc(O)c1C2=O,IC50,6.8,CHEMBL2383235,Cytotoxicity against human U87 cells assessed as cell viability after 72 hrs by MTT assay,U-87MG ATCC,CQBHSRLUQDYPBU-UHFFFAOYSA-N
CHEMBL44657,ETOPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,IC50,5.78,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,VJJPUSNTGOMMGY-MRVIYFEKSA-N
CHEMBL135561,,COC(=O)[C@H](CCSC)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1ccccc1,IC50,4.88,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,GKFPROVOIQKYTO-UZLBHIALSA-N
CHEMBL9470,SHIKONIN,CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,IC50,6.18,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,NEZONWMXZKDMKF-SNVBAGLBSA-N
CHEMBL2363137,,Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1cc(Cl)ccc1Cl,IC50,5.63,CHEMBL2363632,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,SF295,AXNUEXXEQGQWPA-UHFFFAOYSA-N
CHEMBL223615,,COc1ccc(CCNC(=O)CC2CCCCN2c2ccnc(-n3ccnc3)n2)cc1OC,IC50,7.92,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,PQRVHILYLCVPLT-UHFFFAOYSA-N
CHEMBL221320,,Cc1cc(N2CCNC(CC(=O)NCc3ccc4c(c3)OCO4)C2)nc(-n2ccnc2)n1,IC50,7.0,CHEMBL920402,Inhibition of cytokine-induced iNOS expressed in human A172 cells assessed as inhibition of NO formation,A-172,NQPBHEDOJDMNSV-UHFFFAOYSA-N
CHEMBL2381456,,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OCc6cn(-c7ccccc7C#N)nn6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,4.82,CHEMBL2383735,Cytotoxicity against human SF295 cells after 48 hrs by SRB assay,SF295,XOGYFHSVBPTAAE-RROBCMOASA-N
CHEMBL2381455,,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OCc6cn(-c7ccc(CC#N)cc7)nn6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,IC50,4.89,CHEMBL2383735,Cytotoxicity against human SF295 cells after 48 hrs by SRB assay,SF295,VQCWBWUZOOXFSK-ICIQEZEZSA-N
CHEMBL65,CAMPTOTHECIN,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,IC50,8.18,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,VSJKWCGYPAHWDS-FQEVSTJZSA-N
CHEMBL456075,CASEARLUCIN A,C=C/C(C)=C/C[C@]1(C)[C@H]2C[C@H](OC(=O)C(C)CC)C=C3[C@H](OC(C)=O)O[C@H](OC(C)=O)[C@@]32[C@H](O)C[C@@H]1C,IC50,5.85,CHEMBL815854,In vitro cytotoxicity against parental and drug resistant glioblastoma human tumor cell line U87MG,U-87MG ATCC,FGGPIWICAGRSLN-UQSIVEBGSA-N
CHEMBL554,LAPATINIB,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,IC50,4.02,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,BCFGMOOMADDAQU-UHFFFAOYSA-N
CHEMBL1189501,,CN1CCOc2cccc3nc(O)c(nc23)-c2cccc3c(O)n(nc23)CC1,IC50,7.11,CHEMBL910891,Inhibition of E2F transcription activity in T98G cells expressing CDC6 promoter gene,T98G,VHQSTBKAAYHLRM-UHFFFAOYSA-N
CHEMBL4852923,,C(=C/c1nc2ccccn2c1Sc1ccccc1)\c1ccccc1,IC50,4.23,CHEMBL4825111,Anticancer activity against human U-87 MG cells assessed as growth inhibition incubated for 48 hrs by MTT assay,U-87MG ATCC,QQUXYMHDLHUXOU-CCEZHUSRSA-N
CHEMBL4852797,,N#Cc1ccc(-c2nc3ccccn3c2Sc2ccccc2)cc1,IC50,4.18,CHEMBL4825111,Anticancer activity against human U-87 MG cells assessed as growth inhibition incubated for 48 hrs by MTT assay,U-87MG ATCC,PMQSQPJUDIFZFL-UHFFFAOYSA-N
CHEMBL9470,SHIKONIN,CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,IC50,5.89,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,NEZONWMXZKDMKF-SNVBAGLBSA-N
CHEMBL221137,EMBELIN,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,IC50,4.38,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,IRSFLDGTOHBADP-UHFFFAOYSA-N
CHEMBL1190711,,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,IC50,4.82,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,JWQOJVOKBAAAAR-UHFFFAOYSA-N
CHEMBL105442,CI-1040,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,IC50,4.82,CHEMBL2363811,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,U-87MG ATCC,GFMMXOIFOQCCGU-UHFFFAOYSA-N
CHEMBL4864675,,COc1cc(C(=O)c2cn(-c3ccc(C)cc3)cc2-c2ccsc2)cc(OC)c1OC,IC50,7.71,CHEMBL4838790,Cytotoxicity against human U-87MG cells assessed as cell growth inhibition measured after 48 hrs by MTS colorimetric assay,U-87MG ATCC,IPVNWYTUTMCVEH-UHFFFAOYSA-N
CHEMBL2165013,,COc1ccc(Nc2ncc(CN3CCNCC3)cc2-c2nc(C)nc(N)n2)cn1,IC50,6.7,CHEMBL2169663,Inhibition of Phosphatidylinositol 3-kinase pathway in PTEN-deficient human U87MG cells assessed as inhibition of phosphorylation of AKTat Ser473 after 2 hrs by AlphaScreen assay,U-87MG ATCC,KEDQOULNSHVTKP-UHFFFAOYSA-N
CHEMBL2165034,,COc1ccc(Nc2ncc(CN3CCC3)cc2-c2nc(C)nc(N)n2)cn1,IC50,6.21,CHEMBL2169663,Inhibition of Phosphatidylinositol 3-kinase pathway in PTEN-deficient human U87MG cells assessed as inhibition of phosphorylation of AKTat Ser473 after 2 hrs by AlphaScreen assay,U-87MG ATCC,LOXQLWVHDSHBPP-UHFFFAOYSA-N
CHEMBL106369,,COc1ccc(CC2CCN(C3(C)CCN(C(=O)c4c(C)cccc4C)CC3)CC2)cc1,IC50,7.58,CHEMBL815091,Concentration required to inhibit the entry of HIV-1 reporter virus (ADA) into U-87 cells by 50%,U-87MG ATCC,LKDCAIVJHAMVHC-UHFFFAOYSA-N
CHEMBL229365,,O=C1C(=O)c2c(nc3cnccn23)-c2ncccc21,IC50,7.04,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,SQKMJSZLUCXAHB-UHFFFAOYSA-N
CHEMBL229723,,O=C1c2cnncc2C(=O)c2nc3cc(OC(F)(F)F)ccc3nc21,IC50,7.01,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,BGEMJGUECGHJCV-UHFFFAOYSA-N
CHEMBL317476,,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(Cc3ccc(OC(F)(F)F)cc3)CC2)CC1,IC50,8.3,CHEMBL815091,Concentration required to inhibit the entry of HIV-1 reporter virus (ADA) into U-87 cells by 50%,U-87MG ATCC,XRUMZMCHUHDEQQ-UHFFFAOYSA-N
CHEMBL7064,,O=C1c2ccccc2-c2n[nH]c3cccc1c23,IC50,4.77,CHEMBL5116968,Antiproliferative activity against human SNB-75 cells measured after 48 hrs by SRB assay,SNB-75,ACPOUJIDANTYHO-UHFFFAOYSA-N
CHEMBL5191468,,O=C(NCCCNc1cc(-c2cn(-c3ccccc3)nc2-c2cccc(O)c2)ccn1)Nc1ccc(F)cc1,IC50,6.27,CHEMBL5116968,Antiproliferative activity against human SNB-75 cells measured after 48 hrs by SRB assay,SNB-75,BCNMJLRKWYKBBZ-UHFFFAOYSA-N
CHEMBL606259,,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC1=O,IC50,4.84,CHEMBL986450,Cytotoxicity against human SF295 cells,SF295,CPWFSOCJQNZDPU-LVIOGHJBSA-N
CHEMBL551288,APOGOSSYPOL,Cc1cc2c(C(C)C)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)cc2c1O,IC50,4.54,CHEMBL1037675,Anticancer activity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,PBJKWGWHZVXBGU-UHFFFAOYSA-N
CHEMBL51483,GOSSYPOL,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,IC50,4.22,CHEMBL1037675,Anticancer activity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,QBKSWRVVCFFDOT-UHFFFAOYSA-N
CHEMBL5436017,,COc1cc2c(cc1OC)C(=O)C(CC1CCN(C(=O)CCCCCCCC(=O)NO)CC1)C2,IC50,4.37,CHEMBL5326097,Cytotoxicity against human U-87 MG cells assessed as inhibition of cell growth by MTT assay,U-87MG ATCC,BNAJKXYRVNGASQ-UHFFFAOYSA-N
CHEMBL5425203,,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)CC1)C2,IC50,5.24,CHEMBL5326097,Cytotoxicity against human U-87 MG cells assessed as inhibition of cell growth by MTT assay,U-87MG ATCC,DRKZKGNONHNGTB-UHFFFAOYSA-N
CHEMBL1777854,,CCC1=C(C)/C(=C/c2ccc(C(=O)NC(=N)N)cc2)CCC1(C)C,IC50,5.18,CHEMBL5323141,Anticancer activity against human LN-229 cells assessed as cell growth inhibition inhibition incubated for 3 days,LN-229,XSSNKBMVZGXBCU-FOWTUZBSSA-N
CHEMBL5412356,,O=C(C#Cc1ccccc1)Nc1cc(-c2nccs2)ccc1F,IC50,5.93,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,OFHSPEKSWQTWLL-UHFFFAOYSA-N
CHEMBL5430775,,O=C(C#Cc1ccccc1)Nc1cc(-c2ncc[nH]2)ccc1OCC1CCC1,IC50,6.81,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,VJPUQDMXGSSMSV-UHFFFAOYSA-N
CHEMBL5402707,,O=C(C#Cc1ccccc1)Nc1cc(-c2ncc[nH]2)ccc1OCc1ccc(C(F)(F)F)cc1,IC50,6.77,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,KVBZBOFHPSXVJH-UHFFFAOYSA-N
CHEMBL5436721,,O=C(C#Cc1ccccc1)Nc1cccc(-c2ncc[nH]2)c1,IC50,6.91,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,XAQWDQFCIKPFCH-UHFFFAOYSA-N
CHEMBL5428972,,CCOCCOc1ccc(-c2ncc[nH]2)cc1NC(=O)/C=C/c1ccc(Cl)cc1,IC50,5.0,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,KKBBKKLTSASRPU-BJMVGYQFSA-N
CHEMBL5439553,,CCOCCOc1ccc(-c2ncc[nH]2)cc1NC(=O)C#Cc1cccc(OC)c1,IC50,7.25,CHEMBL5326123,Cytotoxicity against human U87 cells assessed as reduction in cell viability incubated for 72 hrs by cell titer-glo luminescent assay,U-87MG ATCC,BQYVIYBBGCUYOJ-UHFFFAOYSA-N
CHEMBL361946,,CC1(c2ccccc2)CC(=O)C(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)=C(O)O1,IC50,5.87,CHEMBL825052,Concentration required for inhibiting proliferation of human brain tumor cell line XF 498 after 72 hr of incubation was determined,XF 498,BOKGXPIFERMENI-UHFFFAOYSA-N
CHEMBL513,CARMUSTINE,O=NN(CCCl)C(=O)NCCCl,IC50,5.85,CHEMBL836449,In vitro inhibitory concentration against growth of U87MG glioblastoma cell line in clonogenic survival assay after 24 hr,U-87MG ATCC,DLGOEMSEDOSKAD-UHFFFAOYSA-N
CHEMBL3216760,,CN(C)CCNCCC(=O)Nc1csc2c1C(=O)c1ccccc1C2=O.Cl.Cl,IC50,6.22,CHEMBL1803379,Antitumor activity against human SF295 cells after 24 to 48 hrs by MTT assay,SF295,HCNOLYNOZAOMMO-UHFFFAOYSA-N
CHEMBL53463,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,5.36,CHEMBL1803379,Antitumor activity against human SF295 cells after 24 to 48 hrs by MTT assay,SF295,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CHEMBL261907,DIHYDRODEHYDRODICONIFERY ALCOHOL,COc1cc([C@H]2Oc3c(OC)cc(CCCO)cc3[C@@H]2CO)ccc1O,IC50,4.87,CHEMBL1763720,Anticancer activity against human XF498 cells by SRB assay,XF 498,SBLZVJIHPWRSQQ-HNAYVOBHSA-N
CHEMBL1760596,,COc1cc(C(=O)CCO)cc(OC)c1O,IC50,4.61,CHEMBL1763720,Anticancer activity against human XF498 cells by SRB assay,XF 498,UHOAHNLBCNGCHE-UHFFFAOYSA-N
CHEMBL485875,,COc1cc(C(=O)CCO)ccc1O,IC50,4.55,CHEMBL1763720,Anticancer activity against human XF498 cells by SRB assay,XF 498,NXCPMSUBVRGTSE-UHFFFAOYSA-N
CHEMBL1289102,,COc1ccc(-c2cc(C(=O)N/N=C(\C)c3ccc(OC)c(OC)c3)[nH]n2)cc1,IC50,6.22,CHEMBL1291285,Cytotoxicity against human U87MG cells after 48 hrs by sulforhodamine B assay,U-87MG ATCC,GMFUWEBOUKIKRP-LPYMAVHISA-N
CHEMBL5563604,,CCCCCNC(=O)CC[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,IC50,4.85,CHEMBL5525323,Antiproliferative activity against human U-87 MG cells incubated for 72 hrs by MTT assay,U-87MG ATCC,ZCJXMLPKKDIHSJ-CQSZACIVSA-N
CHEMBL385415,,Oc1nc2cccc3c2nc1-c1cccc2c(O)n(nc12)CCN1CC[C@@H](C1)O3,IC50,7.57,CHEMBL910891,Inhibition of E2F transcription activity in T98G cells expressing CDC6 promoter gene,T98G,XKBVYQGZLBOXHF-LBPRGKRZSA-N
CHEMBL1778208,,Cc1c2c(n3c1CCCNC(=O)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,EC50,7.1,CHEMBL1780618,Antiproliferative activity against human U87 cells by luminescence assay,U-87MG ATCC,SRLFTYLZJAKYNU-AWEZNQCLSA-N
CHEMBL1779532,,Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,EC50,7.54,CHEMBL1780618,Antiproliferative activity against human U87 cells by luminescence assay,U-87MG ATCC,VNNXUBVMSLWQDG-LJQANCHMSA-N
CHEMBL4080072,,CC(C)(C)OC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1ccccc1Cl)CC(C)(C)O2,IC50,4.06,CHEMBL4054425,Antiproliferative activity against human T98G cells after 72 hrs by MTT assay,T98G,DEMWNIWYAZPRNO-UHFFFAOYSA-N
CHEMBL1652081,,O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccc(O)cc3)[nH]c21,IC50,4.83,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,QNKQRHGAMGCRIT-UHFFFAOYSA-N
CHEMBL1098852,,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)[C@H](n2cc(-c3ccccc3)nn2)[C@H]1Br,IC50,5.81,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,JSNJUKIDLLBRQT-PGRDOPGGSA-N
CHEMBL394882,NOR-BETA-LAPACHONE,CC1(C)CC2=C(O1)c1ccccc1C(=O)C2=O,IC50,5.8,CHEMBL1664369,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,DMSVAEFGRLMACV-UHFFFAOYSA-N
CHEMBL4088848,,COc1ccc(-n2c(=O)c(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCOCC6)c(OC)cc45)c(F)c3)nc3ccccc32)c(OC)c1,IC50,4.79,CHEMBL4057887,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,DNMHJEOHMSRAAL-UHFFFAOYSA-N
CHEMBL4072335,,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,IC50,6.03,CHEMBL4057887,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,MJSOEWYWKXULFD-UHFFFAOYSA-N
CHEMBL64925,MG-132,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,IC50,4.9,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,TZYWCYJVHRLUCT-VABKMULXSA-N
CHEMBL64925,MG-132,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,IC50,4.36,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,TZYWCYJVHRLUCT-VABKMULXSA-N
CHEMBL513909,BI-2536,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,IC50,4.28,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,XQVVPGYIWAGRNI-JOCHJYFZSA-N
CHEMBL105,MITOMYCIN,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,IC50,6.66,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,NWIBSHFKIJFRCO-WUDYKRTCSA-N
CHEMBL1171837,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,IC50,5.47,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,PHXJVRSECIGDHY-UHFFFAOYSA-N
CHEMBL2165191,AZD-6482,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,IC50,4.37,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,IRTDIKMSKMREGO-OAHLLOKOSA-N
CHEMBL585951,,Fc1cc(-c2cc[nH]/c(=N/c3ccc(-n4cnc(N5CCOCC5)n4)cc3)n2)cc(N2CCOCC2)c1,IC50,5.95,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,AHMHIFXJPSHHPH-UHFFFAOYSA-N
CHEMBL94657,PATUPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,IC50,8.12,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,QXRSDHAAWVKZLJ-PVYNADRNSA-N
CHEMBL103667,DORAMAPIMOD,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,IC50,4.48,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,MVCOAUNKQVWQHZ-UHFFFAOYSA-N
CHEMBL1079175,MK-2206,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,IC50,4.64,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,ULDXWLCXEDXJGE-UHFFFAOYSA-N
CHEMBL333669,,Cc1ccc2nc3c4c(nccc4c2c1)-c1ncccc1C3=O,IC50,7.22,CHEMBL815875,In vitro cytotoxicity against human glioblastomas cell line U87MG.,U-87MG ATCC,XQDQFRGZXXSQCO-UHFFFAOYSA-N
CHEMBL463602,,C=C1C(=O)O[C@@H]2C3=C(C)C(=O)C[C@H]3[C@](C)(O)CC[C@@H]12,IC50,4.99,CHEMBL1639714,Cytotoxicity against human SF295 cells after 72 hrs by MTT assay,SF295,FAESSFVRXUTLPW-FMRSBHEDSA-N
CHEMBL1360494,,COc1cc(OC)c(C(c2cc3c(cc2O)OCO3)N2CCOCC2)c(OC)c1,IC50,4.87,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,CURGVCDXVHAOOH-UHFFFAOYSA-N
CHEMBL1450405,,COc1ccc(C(c2cc3c(cc2O)OCO3)N2CCCC2)cc1,IC50,4.65,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,TUODYFDDFYVYBP-UHFFFAOYSA-N
CHEMBL4764456,,Oc1c(C(Nc2ccccn2)c2c(Cl)cccc2Cl)ccc2cccnc12,IC50,5.16,CHEMBL4729814,Cytotoxicity against human U-87 MG cells assessed as growth inhibition measured after 72 hrs by MTT assay,U-87MG ATCC,WOPDKGYYANFDPZ-UHFFFAOYSA-N
CHEMBL2178606,,COC(C)(C)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,EC50,6.54,CHEMBL2186332,Cytotoxicity against human U87MG cells incubated for 4 days,U-87MG ATCC,BRCOIQMZYMWNIS-UHFFFAOYSA-N
CHEMBL1760593,(-)-ISOLARICIRESINOL,COc1cc([C@@H]2c3cc(O)c(OC)cc3C[C@H](CO)[C@H]2CO)ccc1O,IC50,4.64,CHEMBL1763720,Anticancer activity against human XF498 cells by SRB assay,XF 498,OGFXBIXJCWAUCH-WAWZGNHOSA-N
CHEMBL3793126,,Brc1ccc2c(c1)Sc1cccnc1N2CCCCCCN1CCOCC1,IC50,4.64,CHEMBL3795261,Cytotoxicity against human T98G cells assessed as cell viability after 24 hrs by MTT assay,T98G,RWEPXLQRLRYFSK-UHFFFAOYSA-N
CHEMBL3794277,,CON(C)CCCCCCN1c2ccccc2Sc2cccnc21,IC50,4.44,CHEMBL3795261,Cytotoxicity against human T98G cells assessed as cell viability after 24 hrs by MTT assay,T98G,VRBJHYXYYJVWFK-UHFFFAOYSA-N
CHEMBL3792414,,CCN(CC)CCCCCCN1c2ccccc2Sc2cccnc21,IC50,4.77,CHEMBL3795261,Cytotoxicity against human T98G cells assessed as cell viability after 24 hrs by MTT assay,T98G,BORYBNQNXCBXDX-UHFFFAOYSA-N
CHEMBL554997,,Cc1c(CO)c(CO)c2n1-c1ccccc1C2,IC50,4.71,CHEMBL1053149,Cytotoxicity against human U87 cells after 72 hrs by WST-1 assay,U-87MG ATCC,PLJQHKWMUDHDEF-UHFFFAOYSA-N
CHEMBL3794215,,CONCCCCCCN1c2ccccc2Sc2cccnc21,IC50,4.55,CHEMBL3795261,Cytotoxicity against human T98G cells assessed as cell viability after 24 hrs by MTT assay,T98G,DEKITJMQIIOWLZ-UHFFFAOYSA-N
CHEMBL597378,,COc1cc(/C=C/c2cc(O)c(CCC(C)C)c(O)c2)cc2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2,EC50,6.4,CHEMBL1070407,Cytotoxicity against human SF295 cells after 44 hrs by MTT assay,SF295,SDPGTYZDUFQIRL-HLULBIOLSA-N
CHEMBL1081029,,N[C@H](CNc1ncc(-c2ccc3c(c2)CNC3=O)s1)Cc1ccc(C(F)(F)F)cc1,IC50,5.22,CHEMBL1102924,Inhibition of human AKT1 in human U87MG cells assessed as PRAS40 phosphorylation after 1 hr by ELISA,U-87MG ATCC,UFEUMFPFVBUZRR-INIZCTEOSA-N
CHEMBL590061,,FC(F)(F)c1ccc(CNc2nonc2NCc2ccc(C(F)(F)F)cc2)cc1,IC50,4.69,CHEMBL1068378,Inhibition of human U87MG cells after 48 hrs,U-87MG ATCC,MWVJBONVTITVIC-UHFFFAOYSA-N
CHEMBL591033,,O=C(Nc1nonc1NC(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,IC50,4.85,CHEMBL1068378,Inhibition of human U87MG cells after 48 hrs,U-87MG ATCC,OHBCJOHNVMVQIG-UHFFFAOYSA-N
CHEMBL53463,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,7.22,CHEMBL813199,In vitro cytotoxicity expressed as concentration that inhibits 50% of U87 (glioblastoma) sensitive variant cell proliferation,U-87MG ATCC,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CHEMBL140730,,COc1ccc(-c2cc3c(N(C)C)cccc3c(N3CCN(C)CC3)n2)cc1,IC50,4.97,CHEMBL822902,In vitro cytotoxicity against XF498 (human CNS) tumor cell line.,XF 498,CUXVREHOPMDBBI-UHFFFAOYSA-N
