Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,pChEMBL Value,Assay ChEMBL ID,Assay Description,Cell Name,InChIKey
CHEMBL3792839,,O=C(CCCC[C@@H]1CCSS1)O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO,IC50,6.25,CHEMBL3795434,Antiproliferative activity against human U87MG cells assessed as cell viability after 48 hrs by MTT assay,U-87MG ATCC,AVEZQSILLDDILW-YXCITZCRSA-N
CHEMBL3780698,,COc1cc2c(Oc3ccc(NC(=O)c4c(Cl)c5ccccc5n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.32,CHEMBL3782282,Cytotoxicity against human U87MG cells assessed as cell growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,KXTZGBPADOSZJP-UHFFFAOYSA-N
CHEMBL3780522,,COc1cc2c(Oc3ccc(NC(=O)c4c(Cl)c5ccccc5n(-c5ccccc5F)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,IC50,5.88,CHEMBL3782282,Cytotoxicity against human U87MG cells assessed as cell growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,GUOHTHYECWTYKK-UHFFFAOYSA-N
CHEMBL313958,,COc1ccc(-c2cc3c(OC)cc(OC)cc3n(C)c2=S)cc1,IC50,5.0,CHEMBL620413,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,A-172,FWXPNVLRLORRJY-UHFFFAOYSA-N
CHEMBL85734,,Oc1ccc(-c2cc3c(O)cc(O)cc3nc2O)cc1,IC50,5.0,CHEMBL620413,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,A-172,WWGWIVQHGAYORR-UHFFFAOYSA-N
CHEMBL85761,,CC(=O)Oc1ccc(-c2cc3c(OC(C)=O)cc(OC(C)=O)cc3n(C)c2=O)cc1,IC50,5.0,CHEMBL815083,Cytotoxicity against U-87 MG glioblastomas using MTT colorimetric assay,U-87MG ATCC,FPPHNMULMXCJGO-UHFFFAOYSA-N
CHEMBL339527,,Nc1ccc2nc3c4c(nccc4c2c1)-c1ncccc1C3=O,IC50,7.4,CHEMBL815875,In vitro cytotoxicity against human glioblastomas cell line U87MG.,U-87MG ATCC,QVCFIRMNSMMTLK-UHFFFAOYSA-N
CHEMBL3337794,,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc2ccc(O)cc2oc1=O)C(=O)OCc1ccccc1,IC50,4.58,CHEMBL3381976,Cytotoxicity against human A172 cells by MTT assay,A-172,CUPKWSGZEKNROE-ODZSYRHHSA-N
CHEMBL442870,PHENETHYLISOSELENOCYANATE,[Se]=C=NCCc1ccccc1,IC50,4.62,CHEMBL1014404,Cytotoxicity against human T98G cells after 72 hrs by MTS assay,T98G,CNMSUIBHTZHSEK-UHFFFAOYSA-N
CHEMBL115487,,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,IC50,9.0,CHEMBL815092,Inhibition of the entry of HIV-1 reporter virus (ADA) into U-87 cells,U-87MG ATCC,HMVJROBJYQFKLV-GOTSBHOMSA-N
CHEMBL1170448,,Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12,IC50,6.51,CHEMBL1176555,Inhibition of AKT1-mediated GSK3alpha phosphorylation in human U87 cells after 1 hr by ELISA,U-87MG ATCC,BAYGQIFIHYGSEE-IBGZPJMESA-N
CHEMBL1170261,,CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4)C3)c12,IC50,6.19,CHEMBL1176555,Inhibition of AKT1-mediated GSK3alpha phosphorylation in human U87 cells after 1 hr by ELISA,U-87MG ATCC,MACTYDWFDZZTGD-FQEVSTJZSA-N
CHEMBL1096067,,CCCCC(C#CC(=O)OC)O/C=C/C(=O)OC,IC50,5.31,CHEMBL4378598,Antiproliferative activity against human U87 cells after 72 hrs by sulforhodamine B assay,U-87MG ATCC,UTONHELWURZURG-MDZDMXLPSA-N
CHEMBL98745,NARCICLASINE,O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3,IC50,7.32,CHEMBL998498,Antiproliferative activity against human T98G cells by MTT assay,T98G,LZAZURSABQIKGB-AEKGRLRDSA-N
CHEMBL5175707,,O=C(NCc1ccc(NC(=O)c2ccccc2N2CCN(CCF)CC2)cc1)OCc1cccnc1,IC50,6.39,CHEMBL5132186,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation measured after 72 hrs by CCK8 assay,U-87MG ATCC,YLGCHBUJABEZPI-UHFFFAOYSA-N
CHEMBL5199657,,O=C(NCc1ccc(NC(=O)c2ccccc2N2CCN(C3CCC3)CC2)cc1)OCc1cccnc1,IC50,6.21,CHEMBL5132186,Antiproliferative activity against human U-87 MG cells assessed as inhibition of cell proliferation measured after 72 hrs by CCK8 assay,U-87MG ATCC,KOYLPNACSINQDI-UHFFFAOYSA-N
CHEMBL3343410,,CC[P@@]1(=O)O[C@H]([C@H]2COC(C)(C)O2)[C@@H]2OC(C)(C)O[C@@H]2[C@@H]1O,Ki,7.57,CHEMBL3374650,Antimigratory activity against human SNB75 cells on matrix containing laminin after 24 hrs by 2-D migration assay,SNB-75,YDBHENJAGLBQMF-ZAHCLZMSSA-N
CHEMBL4468971,,CC(=O)C(=NNc1ccccc1C#N)C(C)=O,IC50,4.06,CHEMBL4317180,Cytotoxicity against human LN229 cells assessed as reduction in cell proliferation measured after 48 hrs by trypan blue dye-based cell counting analysis,LN-229,FDMUFIZTSWLKSP-UHFFFAOYSA-N
CHEMBL3609559,,CC1(C)OC2=C(CC1SCc1ccccc1)C(=O)C(=O)c1ccccc12,IC50,5.41,CHEMBL3611293,Cytotoxicity against human SF295 cells assessed as cell viability after 72 hrs by MTT assay,SF295,RJMWHRTZXBLHNQ-UHFFFAOYSA-N
CHEMBL3609561,,Cc1ccc(SC2CC3=C(OC2(C)C)c2ccccc2C(=O)C3=O)cc1,IC50,5.22,CHEMBL3611293,Cytotoxicity against human SF295 cells assessed as cell viability after 72 hrs by MTT assay,SF295,VKFXKHDQMRJCPP-UHFFFAOYSA-N
CHEMBL50001,,COC(=O)c1ccccc1SC/C=C(\C)CC/C=C(\C)CCC=C(C)C,IC50,5.0,CHEMBL959912,Cytotoxicity against human U87 cells after 5 to 7 days,U-87MG ATCC,VSEDGUQFBMASFM-YEFHWUCQSA-N
CHEMBL496557,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(N)=O,IC50,5.0,CHEMBL959912,Cytotoxicity against human U87 cells after 5 to 7 days,U-87MG ATCC,GZTMFRUGZMZCRD-CFBAGHHKSA-N
CHEMBL524628,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)N(C)C,IC50,4.7,CHEMBL959912,Cytotoxicity against human U87 cells after 5 to 7 days,U-87MG ATCC,LQDIKDAVLUSQPN-YHHVCGRHSA-N
CHEMBL1911117,,COc1cc(N)cc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,IC50,8.32,CHEMBL1914069,Inhibition of PIK3CA-mediated cell signaling in PTEN-deficient human U87MG cells assessed as inhibition of insulin-induced pAkt/PKB phosphorylation at Ser473 treated for 15 mins before insulin challenge measured after 5 mins by immunoblotting,U-87MG ATCC,GVCOXBXPKBZDEG-UHFFFAOYSA-N
CHEMBL478414,,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)NC1=O,IC50,4.71,CHEMBL986450,Cytotoxicity against human SF295 cells,SF295,MXEIEIPFARBHKD-JQZXIOIQSA-N
CHEMBL326020,,Cc1cccc(O)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(I)cc3)[C@@H](C)C2)CC1,IC50,8.7,CHEMBL815092,Inhibition of the entry of HIV-1 reporter virus (ADA) into U-87 cells,U-87MG ATCC,KFQDPQKXTSWQOC-SFTDATJTSA-N
CHEMBL4060227,,COc1cc(Nc2nnc(Cl)c(Nc3cccc(NS(C)(=O)=O)c3)n2)cc(OC)c1OC,IC50,7.16,CHEMBL4010922,Inhibition of colony formation in human U87MG cells,U-87MG ATCC,LPANKDJQNNNOIR-UHFFFAOYSA-N
CHEMBL4090537,,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5F)c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,IC50,5.95,CHEMBL4057887,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,IHLDUYHYMVUCMO-UHFFFAOYSA-N
CHEMBL4279607,,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(C(F)(F)F)cc5Cl)c4=O)cc3F)ccnc21,IC50,4.99,CHEMBL4252885,Antiproliferative activity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,PSHVAMXWEGRSSC-UHFFFAOYSA-N
CHEMBL449158,BRYOSTATIN 1,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](/C=C/C(C)(C)[C@]1(O)O2)O4)O3,IC50,6.03,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,MJQUEDHRCUIRLF-TVIXENOKSA-N
CHEMBL1097304,,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)NCC(=O)OC(C)CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,IC50,4.81,CHEMBL1111152,Cytotoxicity against human U87 cells after 48 hrs by MTT assay,U-87MG ATCC,PVRNBHHCMFPGTE-FBXQPAQYSA-N
CHEMBL5565786,,NCCN(CCN)C(=O)C1Cc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O,IC50,5.8,CHEMBL5529312,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay,LN-229,FCTNJSDNGJBGKT-UHFFFAOYSA-N
CHEMBL5590209,,N#CC1(C(=O)Nc2ccc3c(c2)OCO3)CC2c3ccccc3C1c1ccccc12,IC50,4.34,CHEMBL5530935,Antiproliferative activity against human LN-229 cells assessed as inhibition of cell growth measured after 72 hrs by CCK-8 assay,LN-229,KKZYSGCIMXPESB-UHFFFAOYSA-N
CHEMBL4238656,,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)(C)C)nc3n2)cc1CO,IC50,8.49,CHEMBL4233146,Antiproliferative activity against human U87MG cells assessed as reduction in cell viability after 48 hrs by CCK8 assay,U-87MG ATCC,DZLWBRXUDBZZHQ-HNNXBMFYSA-N
CHEMBL4239712,,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)(C)C)nc3n2)c1,IC50,7.49,CHEMBL4233146,Antiproliferative activity against human U87MG cells assessed as reduction in cell viability after 48 hrs by CCK8 assay,U-87MG ATCC,VUWOZURKZJVAEV-HNNXBMFYSA-N
CHEMBL4572589,,CCN(CC)S(=O)(=O)c1ccc(C(=O)/C=C/c2cccc(C#N)c2)cc1,IC50,4.58,CHEMBL4390741,Cytotoxicity against human A172 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,A-172,PVIFYSUWLTVVKK-MDWZMJQESA-N
CHEMBL2385175,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5Cl)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.77,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,NQSBULPZCGDNAY-UHFFFAOYSA-N
CHEMBL2385174,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.84,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,ADAZJHGJWPAJRZ-UHFFFAOYSA-N
CHEMBL4162596,,COc1cc(/C=C/c2cc(O)c(CC=C(C)C)c(O)c2)cc(C/C=C(\C)CCC=C(C)C)c1O,EC50,5.16,CHEMBL4134627,Antiproliferative activity against human U87 cells after 72 hrs by MTS assay,U-87MG ATCC,MRXGJOGASBBDTM-FVFOHYRDSA-N
CHEMBL223046,VEDELIANIN,CC(C)=CCc1c(O)cc(/C=C/c2cc(O)c3c(c2)C[C@@H]2C(C)(C)[C@H](O)[C@H](O)C[C@@]2(C)O3)cc1O,EC50,7.52,CHEMBL4134627,Antiproliferative activity against human U87 cells after 72 hrs by MTS assay,U-87MG ATCC,OYMAGMAEFPAAGU-HKYLTJPLSA-N
CHEMBL4535709,,CCOc1cccc2c1C(=O)c1c(OCC)cc(NC(=O)CI)cc1C2=O,IC50,4.98,CHEMBL4350215,Cytotoxicity against p53 mutated human T98G cells asessed as reduction in cell viability incubated for 24 hrs by MTT assay,T98G,KAKKQFWHQUGART-UHFFFAOYSA-N
CHEMBL4452206,,CCCOc1cccc2c1C(=O)c1c(OCCC)cc(NC(=O)CN=[N+]=[N-])cc1C2=O,IC50,4.75,CHEMBL4350215,Cytotoxicity against p53 mutated human T98G cells asessed as reduction in cell viability incubated for 24 hrs by MTT assay,T98G,IHULAANGIJWQQE-UHFFFAOYSA-N
CHEMBL53463,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,6.6,CHEMBL4604072,Cytotoxicity against human SF295 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,SF295,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CHEMBL85726,,COc1ccc(-c2cc3c(OC)cc(OC)c4c3n(c2=O)CCC4=O)cc1,IC50,5.0,CHEMBL620413,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,A-172,IDBLOWQDUQJYDQ-UHFFFAOYSA-N
CHEMBL117784,,COc1ccnc2c1-c1nccc3ccnc(c13)C2=O,IC50,7.0,CHEMBL815879,In vitro antitumor effects against human U87MG cell lines.,U-87MG ATCC,WCRIHVQLNYDYHQ-UHFFFAOYSA-N
CHEMBL87769,,CNC(=O)N(C)/N=N\CCCl,IC50,4.57,CHEMBL624724,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,A-172,CJLYVUNRUJYSGI-HJWRWDBZSA-N
CHEMBL2435973,,COc1cc2c(Oc3ccc(NC(=O)c4cc(-c5ccc(C(F)(F)F)cc5)ccn4)cc3F)ccnc2cc1OCCCN1CCCCC1,IC50,5.79,CHEMBL2437785,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,JIRWVSFHXIEANN-UHFFFAOYSA-N
CHEMBL3109415,,CC(=O)O[C@@]1(C)CCC(=O)/C(C)=C/CC[C@]2(C)O[C@H]2C(=O)C(=C(C)C)CC1,IC50,4.43,CHEMBL3112362,Cytotoxicity against human A172 cells cells after 24 hrs by MTT assay,A-172,JNFYTEVLFJWCJH-VUWNFVCTSA-N
CHEMBL354150,,CC(=O)OCCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,IC50,5.4,CHEMBL624722,In vitro cytotoxicity against A172 human tumor cell lines.,A-172,WOJJOSHDTGRKES-UHFFFAOYSA-N
CHEMBL314461,,COc1ccc2cc(-c3ccccc3)c(O)nc2c1,IC50,5.0,CHEMBL620413,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay,A-172,AJLACADSVJJPJH-UHFFFAOYSA-N
CHEMBL119037,,COc1ccc2c(n1)C(=O)c1nccc3ccnc-2c13,IC50,5.22,CHEMBL815879,In vitro antitumor effects against human U87MG cell lines.,U-87MG ATCC,NXHFYTNPRXAFAC-UHFFFAOYSA-N
CHEMBL1879463,DACTOLISIB,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,IC50,7.16,CHEMBL2363740,SANGER: Inhibition of human AM-38 cell growth in a cell viability assay.,AM-38,JOGKUKXHTYWRGZ-UHFFFAOYSA-N
CHEMBL3805637,,O=C(/C=C\Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,IC50,4.99,CHEMBL3808074,Antiproliferative activity against human U87MG cells after 48 hrs by MTT assay,U-87MG ATCC,KFRVRWSQDNDVJA-NXVVXOECSA-N
CHEMBL3805375,,O=C(/C=C\Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,IC50,4.74,CHEMBL3808074,Antiproliferative activity against human U87MG cells after 48 hrs by MTT assay,U-87MG ATCC,CXYFPWNKXDCDRW-PFONDFGASA-N
CHEMBL1823630,,N[C@H](CNc1nnc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,IC50,6.52,CHEMBL1825376,Inhibition of AKT1-mediated PRAS40 phosphorylation in human U87MG cells after 1 hr in presence of 5% FBS by ELISA assay,U-87MG ATCC,ULPHTBRVXJBSIQ-HNNXBMFYSA-N
CHEMBL3965975,,NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCN)C(=O)NCCCC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CCCCNc1c2ccccc2nc2ccccc12)C(=O)N[C@@H](CCCCNc1c2ccccc2nc2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,4.99,CHEMBL3853427,Antiviral activity against HIV1 NL4-3 infected in human U87 cells transfected with CD4/CXCR4 assessed as inhibition of viral replication preincubated for 1 hr followed by viral infection for 24 hrs and subsequent compound wash out and addition of additional compound measured at 72 hrs post infection by p24 assay,U-87MG ATCC,PBPCGYFTVDKXDD-OWBOGJPASA-N
CHEMBL3927147,,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCNc1c2ccccc2nc2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCNc1c2ccccc2nc2ccccc12)C(=O)N[C@@H](CCCCNC(=O)c1ccc(B(O)O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,IC50,5.0,CHEMBL3853427,Antiviral activity against HIV1 NL4-3 infected in human U87 cells transfected with CD4/CXCR4 assessed as inhibition of viral replication preincubated for 1 hr followed by viral infection for 24 hrs and subsequent compound wash out and addition of additional compound measured at 72 hrs post infection by p24 assay,U-87MG ATCC,PLFZZOMKOTYLDB-SHAJCIBYSA-N
CHEMBL2172488,,Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cncn4C)cn23)n1,IC50,6.56,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,CTXUPZKYBBQLJM-UHFFFAOYSA-N
CHEMBL2172482,,Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cnccc4C)cn23)n1,IC50,7.31,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,NECBLBSHQGQKDS-UHFFFAOYSA-N
CHEMBL2172639,,Cc1nc(N)nc(-c2c(Nc3cc[nH]n3)nc3ccc(-c4cccc(F)c4)cn23)n1,IC50,6.04,CHEMBL2175549,Inhibition of mTORC1-mediated 4EBP1-phosphorylation in human U87 cells,U-87MG ATCC,ZTOKQSUVJJWFOD-UHFFFAOYSA-N
CHEMBL272265,,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,IC50,7.03,CHEMBL947151,Inhibition of phosphorylation of T308-PKB in human U87MG cells by ELISA,U-87MG ATCC,MBIMERRBQGQJIO-UHFFFAOYSA-N
CHEMBL2385200,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5cc(C)ccc5C)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,IC50,5.61,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,YECWSUXGTFLMNH-UHFFFAOYSA-N
CHEMBL2385177,,COc1cc2c(Oc3ccc(NC(=O)c4nn(-c5ccccc5OC(F)(F)F)c5ccccc5c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.98,CHEMBL2390322,Cytotoxicity against c-Met-dependent human U87MG cells assessed as growth inhibition after 72 hrs by MTT assay,U-87MG ATCC,SLONUMXPVJUXEW-UHFFFAOYSA-N
CHEMBL4639291,,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)CCCCCC[n+]3ccccc3)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.[Br-],IC50,4.95,CHEMBL4628637,Antiproliferative activity against human U87MG cells incubated for 48 hrs,U-87MG ATCC,AHEFQKUDCFDRAD-XARMMMSZSA-M
CHEMBL4642711,,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)CCCCCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1.[Br-],IC50,5.89,CHEMBL4628637,Antiproliferative activity against human U87MG cells incubated for 48 hrs,U-87MG ATCC,ACEHQLUTLAXHMS-ZTDYFSAPSA-M
CHEMBL4285411,,CCCCCCCCCCCC[N+]1(C)CCN(CC(=O)O[C@H]2CCC[C@H](CC)OC(=O)C[C@@H]3C(=C[C@@H]4[C@H]3C=C[C@@H]3C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]43)C(=O)[C@@H]2C)CC1.[I-],IC50,5.12,CHEMBL4628637,Antiproliferative activity against human U87MG cells incubated for 48 hrs,U-87MG ATCC,ZOLGSVKCRDIUOJ-NCHIOQGESA-M
CHEMBL53463,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,IC50,6.95,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CHEMBL375920,,Cc1cccn2c3c(nc12)-c1ncccc1C(=O)C3=O,IC50,7.07,CHEMBL904567,Anticancer activity against human XF498 cells after 48 hrs by SRB assay,XF 498,VPBRLYVYYCPCCW-UHFFFAOYSA-N
CHEMBL4752354,,Cc1nc(-c2ccc(Cl)cc2)sc1C(=O)CSc1nc(N)c(C#N)c(-c2ccc(Cl)cc2)n1,IC50,5.47,CHEMBL4713097,Antiproliferative activity against human U-87 MG cells assessed as reduction in cell viability measured after 24 to 48 hrs by MTT assay,U-87MG ATCC,RHKHXSMWHHAZLL-UHFFFAOYSA-N
CHEMBL590522,MAHANINE,CC(C)=CCC[C@H]1C=Cc2c(c(C)cc3c2[nH]c2cc(O)ccc23)O1,IC50,5.16,CHEMBL2405050,Cytotoxicity against human A172 cells assessed as growth inhibition after 48 hrs by MTT assay,A-172,UKLOEFBVUZOVRX-INIZCTEOSA-N
CHEMBL1911114,,COc1ccc2c(nc(C(F)F)n2-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1O,IC50,6.42,CHEMBL1914068,Inhibition of PIK3CA-mediated cell signaling in PTEN-deficient human U87MG cells assessed as inhibition of insulin-induced pAkt/PKB phosphorylation at Thr308 treated for 15 mins before insulin challenge measured after 5 mins by immunoblotting,U-87MG ATCC,JMCCNBLPWHIWCV-UHFFFAOYSA-N
CHEMBL3092922,,C=CCCCCOc1ncc(-c2cc(C(F)(F)F)ccc2OC)n1C,IC50,4.06,CHEMBL3097572,Cytotoxicity against apoptotic-resistant human T98G cells assessed as growth inhibition after 72 hrs by MTT-based colorimetric assay,T98G,FVRGXLUIRGUICK-UHFFFAOYSA-N
CHEMBL2392949,,COc1cccc(-c2cc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCCCC6)c(OC)cc45)c(F)c3)c3cc(F)ccc3n2)c1,IC50,5.79,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,HUJQXBZJKIRBCV-UHFFFAOYSA-N
CHEMBL1230609,FORETINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,5.98,CHEMBL2395923,Cytotoxicity against human U87MG cells after 72 hrs by MTT assay,U-87MG ATCC,CXQHYVUVSFXTMY-UHFFFAOYSA-N
CHEMBL3104250,,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,IC50,5.94,CHEMBL3107689,Growth inhibition of human U87 cells after 96 hrs by ATPlite luminescence assay,U-87MG ATCC,NKUDGJUBIVEDTF-FYJGNVAPSA-N
CHEMBL1911002,,FC(F)Oc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,IC50,6.38,CHEMBL1914068,Inhibition of PIK3CA-mediated cell signaling in PTEN-deficient human U87MG cells assessed as inhibition of insulin-induced pAkt/PKB phosphorylation at Thr308 treated for 15 mins before insulin challenge measured after 5 mins by immunoblotting,U-87MG ATCC,PJLRZCKJQYTSNY-UHFFFAOYSA-N
CHEMBL1879463,DACTOLISIB,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,IC50,5.88,CHEMBL2421640,Antiproliferative activity against human U87MG cells after 48 hrs by MTT assay,U-87MG ATCC,JOGKUKXHTYWRGZ-UHFFFAOYSA-N
CHEMBL2417828,,COc1ncc(-c2ccn3nc(NC(C)=O)nc3c2)cc1NS(=O)(=O)c1ccc(C)cc1,IC50,5.69,CHEMBL2421640,Antiproliferative activity against human U87MG cells after 48 hrs by MTT assay,U-87MG ATCC,GTKPTDFLYGQQPV-UHFFFAOYSA-N
CHEMBL2417824,,CCOC(=O)CNc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4)c3)cn2n1,IC50,5.1,CHEMBL2421640,Antiproliferative activity against human U87MG cells after 48 hrs by MTT assay,U-87MG ATCC,WNQIPKTTWSVBJF-UHFFFAOYSA-N
