SMILES,Ennustus
CCN(C(=O)c1cc2COc3ccccc3-c2s1)c1ccc(F)cc1,6.1031
O=C(Nc1cccc2ccccc12)C1C2CCCCC12,6.1031
FC(F)(F)C1CCCN(C1)S(=O)(=O)c1ccc2ccccc2c1,6.1027
OC1(CCCCC1)c1cc2ccccc2s1,6.1025
Oc1ccc(cc1)C1Nc2ccc3ccccc3c2C2C=CCC12,6.1023
Clc1ccc(c2ccccc12)S(=O)(=O)N1CCCC1,6.1022
CC(C)(C)[C@@H]1COC(=N1)c1cc2ccccc2s1,6.1021
CC(C)(C)[C@H]1COC(=N1)c1cc2ccccc2s1,6.1021
Cc1ccccc1C1(O)CCN(C1)C(=O)c1ccc2sccc2c1,6.1021
O=C1N2C(N(C(=O)c3ccccc23)c2cccc3ccccc23)c2ccccc12,6.102
COc1ccc2ccccc2c1S(=O)N1CCN(CC1)c1ccc(Cl)cc1,6.1017
O=S(NC12CC3CC(CC(C3)C1)C2)c1ccc2ccccc2c1,6.1016
CC(C)[C@@H]1COC(=N1)c1cc2ccccc2s1,6.1015
CC[C@@H]1COC(=N1)c1cc2ccccc2s1,6.1015
CC(C)[C@H]1COC(=N1)c1cc2ccccc2s1,6.1015
CC[C@H]1COC(=N1)c1cc2ccccc2s1,6.1015
CC1CCc2cc(F)ccc2N1C(=O)c1csc2ccccc12,6.1014
CCS(=O)(=O)c1ccc(s1)-c1ccc(cc1)C(C)N1CCCC1,6.101
CCCCC1COC(OC1)c1ccc(s1)-c1ccc(cc1)C#N,6.1002
CC1(C)COC(=N1)c1sc2cccc(Cl)c2c1Cl,6.1
O=C(N1C2CCC1CC(C2)=C1CC1)c1cc2ccccc2s1,6.0995
COc1ccc2cc(ccc2c1)[C@H]1OCCC23C[C@@H](C[C@H]12)C(C)(C)[C@H]3O,6.0994
CN1c2ccccc2C(C)(C)C11Oc2ccc3ccccc3c2N=C1,6.0993
CC(N(C)C(=O)[C@H]1CC[C@H](O)CC1)c1ccc2ccccc2c1,6.0991
C\C=C\CC(=O)N1CCOc2c(O)cc(cc2C1)-c1ccc(C)s1,6.0983
Fc1ccccc1N1C(=O)c2ccc3CCc4ccc(C1=O)c2c34,6.0978
CC1CCN(CC1)S(=O)(=O)c1ccc(C)c2ccccc12,6.0978
